SYMBOL	treatments
ALK	TAE-684, TAE684:25228534| CERITINIB, Ceritinib:26775591,27009859,25749034,25394791,26438117,25421750,25806224,27432917,27432227,25228534,26698910,24670165,28126333,25724526,27780853,24675041| ALECTINIB, ALECTINIB (CH5424802):22277784,26708155,25228534,21575866,23639470,25153538,25727400| crizotinib:25588040; 25945060;22162641;24433361;25945060| DOXORUBICIN, Doxorubicin:26373572,28455243| ENTRECTINIB, Entrectinib:26939704,26633560,28183697| pembrolizumab:-| Entrictinib:26933125,26633560| Nivolumab, NIVOLUMAB:27225694| BRIGATINIB:27049722,26951079,28475456,25727400| AUY922, NVP-AUY922:26698910| Durvalumab, DURVALUMAB:27225694| CERITINIB:26775591,25736571,25228534,26973324,26698910,24670165,24675041| ENTRECTINIB, Entrectinib:28183697| CERITINIB, Ceritinib:23598171,21502504,27836716,20979472,26708155,26598747,26973324,24670165,23724913,25322323| CERITINIB, Ceritinib:27742657,24327273,26933125,26633560,24670165| Topotecan, TOPOTECAN:26438783| CRIZOTINIB, Crizotinib:24491302,22277784,20979472,2270034,24687827,25228534| Selumetinib, SELUMETINIB:25394791| nivolumab:-| CYCLOPHOSPHAMIDE, Cyclophosphamide:26438783| IPI-504:21258415| IMATINIB:16970400| IL-10:15920698| TAE-684, TAE684:22277784,21494621,18923525,25228534| Delantercept, Dalantercept:26373572| ceritinib:25945060;26582431| ramucirumab:-| PEMBROLIZUMAB, Pembrolizumab:27225694| X-396:26438117,21613408| CRIZOTINIB:23598171,22072639,22277784,20979469,22235099,20979472,21258415,25470694,28586279,18089725,25922291,23006951,21030459,26444240,24478318,26221234,26466010,25228534,21345110,20979473,26698910,21948233,23724913,23344087,27022118,21791641,21933749,24675041,25408655| CRIZOTINIB:26619011,23598171,22072639,22277784,22235099,21838707,24327273,21030459,18724359,18923525,21575866,20979473,18923523,21948233,24670165,26554404,23344087,21791641,21242967| Delantercept, dalantercept:25888978| brigatinib:25588040; 25945060;22162641| 2,4-PYRIMIDINEDIAMINE:18593892| Cisplatin:26373572| ENTRECTINIB:28183697| Brigatinib, BRIGATINIB:21502504,27836716,26708155,26598747,26973324,24670165,23724913,25322323| AZD3463:26786851| CERITINIB:22277784,22235099,24327273,21575866,20979473,24670165,23344087| atezolizumab:-| SARACATINIB, Saracatinib:25394791| ALECTINIB, CH5424802:26938871| ATEZOLIZUMAB, Atezolizumab:27225694| ASP-3026, ASP3026:27009859,25749034,25421750,25228534| LORLATINIB:26698910,26554404| lorlatinib:-| ALECTINIB, Alectinib:27009859,25749034,26438117,27565911,25393796,28586279,26849637,25421750,25806224,27432227,26598747,25228534,21575866,26698910,28285684,23344087,28455243| alectinib:25588040; 25945060;22162641| DOXORUBICIN:16880530| PEMETREXED (CHEMBL1201258), PEMETREXED:21642865| WHI-P154, CHEMBL473773:17625570| AP26113, BRIGATINIB:21502504,27009859,25749034,27836716,26438117,24091716,25421750,27432227,25228534,26698910,27049722,27780853| PF-06463922, LORLATINIB:25749034,27432227,26698910,26144315,26554404,28285684| CRIZOTINIB, Crizotinib:23598171,21502504,22072639,27836716,20979472,26708155,26598747,26973324,24670165,23724913,25322323| ALECTINIB:28586279| CRIZOTINIB, Crizotinib:26775591,27009859,25749034,24509625,22277784,22235099,25421750,25806224,27432227,24573551,25228534,28787259,20979473,26698910,26438783,21613408,26554404,25724526,23344087,27022118,21791641,27780853,24675041| AZD3463:27009859,26786851,28455243| brentuximab vedotin:-| ALECTINIB, Alectinib:21502504,27836716,26708155,26598747,26973324,24670165,23724913,25322323
ALOX12	celecoxib:23778325
ALOX15	Antiinflammatory agents, non-steroids:26067486
ALOX5	MELATONIN:10668425| SELENIUM:14975747| zileuton:-| ZILEUTON:11454666| NDGA:15694390| METHOTREXATE:8151588| GLUCOCORTICOID:10668425| montelukast:16293801
ALOX5AP	gemcitabine:24225399| IL-3:11246129
ALPL	RETINOIC ACID, TRETINOIN:10691970
ALPP	BETA-ADRENERGIC ANTAGONIST:2444242| PHENTOLAMINE:2444242| PREDNISOLONE:6699450| BISPHOSPHONATES, MEDRONIC ACID:8730126| DDA, CHEMBL23094:8210442
AMACR	cholic acid:-| ibuprofen:25502615
AMH	ETHINYL ESTRADIOL:4049280| GONADOTROPINS:347363,8810722| TESTOSTERONE:11248089,11545286,1292985,14584782,11315948,7962305,7818099| DIETHYLSTILBESTROL:2286533| RETINOIC ACID, TRETINOIN:8326606,7815634| HORMONES:12428210| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:10443662| DIETHYLSTILBESTROL, DES:9751506
AMPD1	regadenoson:26554440| folic acid:16947783
ANGPT2	BEVACIZUMAB, VEGF:15947259| RIBAVIRIN:16104024
ANK3	capecitabine:-
ANKFN1	hydrochlorothiazide:-
ANKK1	aripiprazole:18855532;18926547| disulfiram:23635803| valproic acid:-| nemonapride:10823405| olanzapine:17767146;18086475;18180754;18579277;20714340;23559402;23851570;23859574;26872113| prochlorperazine:24360851| nicotine:15077009;19273465;21540761| quetiapine:23859574| haloperidol:22893251;27023437
ANKRD30B	corticosteroids:30697902
ANKS1B	amisulpride:28332719
ANO2	duloxetine:29407288
ANPEP	TRIBUTYRIN:10629959| BESTATIN:12554354| CISPLATIN:14871998| CEFADROXIL:8774083| DICLOFENAC:9544613| CYCLOSPORINE:2337986| ANTIANGIOGENIC:12954328| TRANSFORMING GROWTH FACTOR:15138629| PROTEASE INHIBITORS:12554354| CURCUMIN:12954328| FLAVONE-8-ACETIC ACID:12930151| EPOETIN BETA, RECOMBINANT ERYTHROPOIETIN:15957544| NALOXONE:2738884| HORMONES:1978836| GENTAMICIN:9792955| COLCHICINE:6651778| IL-13:7743667| ZNCL2, ZINC CHLORIDE:8862750| HALOPERIDOL:8851165| CEPHALOSPORINS:8774083| INTERFERON GAMA-1B, INTERFERON GAMMA:12861419| BETULINIC ACID:9810272| ZINC SULFATE:14568236
ANXA1	PPD:11468004| HYDROCORTISONE:1712816| CORTICOSTEROIDS:2144977| PHORBOL MYRISTATE ACETATE, PMA:8503863| CHEMBL485070, ST 638:2144851| PHORBOL MYRISTATE ACETATE:8503863| GLUCOCORTICOID:12887795,12639897| STAUROSPORINE:1444457| DEXAMETHASONE:15022342
ANXA11	bevacizumab:21239504
ANXA5	DNR, DAUNORUBICIN:11986942| BETA-LAPACHONE:11474117
AOC1	clozapine:28400155
AOX1	allopurinol:27798726| febuxostat:27798726| azathioprine:19500084;22495427
APC	TRASTUZUMAB, Trastuzumab:27626067| NC043:21321609| Fluorouracil, FLUOROURACIL:27626067| CCT031374:20610623| CHEMBL1213492, HISTONE DEACETYLASE INHIBITOR:15087381| LIOTHYRONINE SODIUM, TRIIODOTHYRONINE:12856637| Vinorelbine, VINORELBINE BASE:22399804| VANTICTUMAB, Vantictumab:22753465| ERLOTINIB, Erlotinib:17909047| JW67:21199802| G-631:26692561| IWR-1:28179481| iCRT-14:21393571| JW74:21199802| MF tricyclic:23843721| iCRT-3:21393571| Sulindac, SULINDAC:19755659| StAx-35:23071338| iCRT-5:21393571| LEUCOVORIN, Leucovorin:27626067| CHEMBL2325503, G007-LK:28179481,23539443| BEZ235, DACTOLISIB:26206338| K-756:27196752| CGP049090:14749129| Niclosamide, NICLOSAMIDE:21531761| BINIMETINIB, Binimetinib:26206338| ICG-001:15314234| INK-128, Sapanisertib:25261369| IBUPROFEN, Ibuprofen:17909047| XAV939:28179481,19759537| JW55:22440753| DASATINIB, Dasatinib:20473900| PYRVINIUM, Pyrvinium:20890287| CCT036477:20610623| NSAID:9934849| 5-AZA-2&APOS;-DEOXYCYTIDINE, DECITABINE:17065059,12097272| CCT070535:20610623| Regorafenib, REGORAFENIB:27004155| PKF118-310:14749129| Celecoxib, CELECOXIB:17909047| PKF115-584:14749129| TASIN-1:27798265| Sirolimus, SIROLIMUS:18768809,20080688| CHEMBL2325503, G007-LK:23539443| L-EFLORNITHINE, DIFLUOROMETHYLORNITHINE:10766173| FH535:18347139| Vandetanib, VANDETANIB:20811697
APEH	valproic acid:27406852
APEX1	OLTIPRAZ:12818361| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:9530505| HSP70:11133992
APLF	Platinum compounds:25069034
APLN	CYCLOOXYGENASE INHIBITOR:15541902| STAUROSPORINE:12215493
APOA1	GENERIC:18691996| GLUCAGON:3130065| TESTOSTERONE:1764091| RETINOIC ACID, TRETINOIN:9392425| PROTEIN PHOSPHATASE INHIBITOR:12952980| PROGESTOGENS:11470238| PROTEIN SYNTHESIS INHIBITOR:10488140| ALCOHOL, ETHANOL:10956052| FUROSEMIDE:1446618| 3TC, LAMIVUDINE:17538878
APOA2	RETINOIDS, ETRETINATE:7918317| GLUCOCORTICOID:8706754
APOA5	lovastatin:19530961| atorvastatin:19530961| rosuvastatin:-| simvastatin:19530961
APOB	LOVASTATIN:2351867,7662319,1588827| ALPHA-TOCOPHEROL, VITAMIN E:7649489| PRAVASTATIN:8312689| EPIGALOCATECHIN GALLATE, EGCG:11936850| fenofibrate:-| ATORVASTATIN:11882317,12119202,9598838,15864114,10357840,12562847,10537160,15353498,12145148| irbesartan:15614026| LIGNAN:15671223| lomitapide:-| TRIFLUOPERAZINE:7595077| FENOFIBRATE:12606523| CORTISOL, HYDROCORTISONE:1597147| REVERSE TRANSCRIPTASE INHIBITOR:15522931,16152760| ALCOHOL, ETHANOL:8576634| DEXAMETHASONE:7670964| EPIGALOCATECHIN GALLATE, EPIGALLOCATECHIN GALLATE:11936850| CHOLESTYRAMINE:3906004| CHONDROITIN, CHONDROITIN SULFATE:9409221| HEPARIN:9521691,2457642| QUERCETIN:16149735| NEVIRAPINE:12869587
APOBEC3B	corticosteroids:30697902
APOC1	hmg coa reductase inhibitors:-| warfarin:-| Antivirals for treatment of HIV infections, combinations:15809899| ritonavir:15809899;17700364
APOC3	ritonavir:15809899| protease inhibitors:-
APOD	RETINOIDS, ETRETINATE:8943263
APOE	TRIAMCINOLONE:9150415| GINKGO, GINKGO BILOBA:12684092| bupropion:-| rivastigmine:24951635| ACE INHIBITOR:12105166,15585195| CORTICOSTEROIDS:1903065| RETINOIC ACID, TRETINOIN:3468509| ANTI-INFLAMMATORY DRUGS:15084783| SOYBEAN OIL, INTRALIPID:3021887| SOY PROTEIN:1902348| BUTHIONINE SULFOXIMINE:12615656| CYTOKINES:9617572,10686578| ritonavir:15809899;17700364| PLANT STEROL:16677856| nicotine:-| VITAMIN E:12076219| IMMUNOSUPPRESSANT:12752312| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:1709885| ANTIDEPRESSANT:14512205| hmg coa reductase inhibitors:-| pravastatin:17289397;19667110| galantamine:24951635| GANCICLOVIR:16322528| IRBESARTAN:12827021| BPDE:14753754| STAUROSPORINE:11948667| LUTEIN:11413081| LORAZEPAM:15699298| TROGLITAZONE:15057551| Antivirals for treatment of HIV infections, combinations:15809899;17700364| NORETHISTERONE ACETATE:12398019| fenofibrate:12042669| PREDNISONE:3185288
APP	DAUNORUBICIN, DAUNOMYCIN:10510309| BAF:10217271| AMB, PRIDINOL:12755626| HYDROXYCHLOROQUINE:11117548| TAXANES:12558997| PROPOFOL:17223697
APRT	TPA, PHORBOL MYRISTATE ACETATE:6933001| HYDROGEN PEROXIDE:10213488
AQP1	cisplatin:-| ANDROGENS:12002438| GLUCOCORTICOID:9374641| DIMETHYL SULFOXIDE:9374641| CARBONIC ANHYDRASE INHIBITOR:14704128| GLYBURIDE:14759764| ACETAZOLAMIDE:12147198
AQP2	thiazolidinediones:21934636
AQP7	INSULIN:16919625
AQP8	ETHINYL ESTRADIOL, ETHINYLESTRADIOL:18683753
AQP9	TESTOSTERONE:12021052,12002438| ANTISERUM:16035648| ANDROGENS:12021052| HORMONES:15647391| STANOLONE, DHT:15850448| FLUTAMIDE:12021052| UREA:12594337| CISPLATIN:12396244
AR	ESTRADIOL BENZOATE:521021| DIHYDROTESTOSTERONE, STANOLONE:12500968| CYPROTERONE ACETATE:26000489| ENZALUTAMIDE:23779130,25184630| GOSSYPOL:3158419| ARN-509:23779130| ABIRATERONE:25184630| BEZ235 (NVP-BEZ235, DACTOLISIB), DACTOLISIB:24356815| NILUTAMIDE:26000489| NAFOXIDINE:2580656| FLUTAMIDE:26000489| BICALUTAMIDE:12517791,26000489
ARAF	sorafenib:24569458| Sorafenib, SORAFENIB:24569458,72763| SORAFENIB:26619011,24569458| TRAMETINIB:24569458| Sorafenib, SORAFENIB:24569458,26566875,17016424| SORAFENIB:24569458
ARAP1	atenolol:-
ARAP2	Tumor necrosis factor alpha (TNF-alpha) inhibitors:-
AREG	irinotecan:23959273| capecitabine:25026457| radiotherapy:25026457| CETUXIMAB:23374602| CRIZOTINIB:21791641| PANITUMUMAB:26867820
ARF6	INSULIN:11438681
ARG1	selective beta-2-adrenoreceptor agonists:-| sodium benzoate / sodium phenylacetate:-
ARHGAP12	methylphenidate:29382897
ARHGEF10	paclitaxel:-
ARHGEF28	methylphenidate:29382897
ARID1A	GSK126, CHEMBL3287735:25686104| DASATINIB:27364904
ARID5B	methotrexate:24712521| haloperidol:27023437
ARNT	TCDD:9787404,11026553,9579024,14687977| HYDROCORTISONE:10048155| PROTEASOME INHIBITOR:10409767
ARRB2	tramadol:30549211| buprenorphine:30549211| fentanyl:30549211| methamphetamine:17233643
ARSA	methylphenidate:29382897
ARSB	ASCORBATE, ASCORBIC ACID:4134
ARVCF	morphine:-
AS3MT	arsenite:18334919
ASIC2	lithium:21961650
ASL	sodium benzoate / sodium phenylacetate:-
ASNS	ASPARAGINASE, L-ASPARAGINASE:11556848| asparaginase:24268318
ASPH	warfarin:27488176
ASS1	sodium phenylbutyrate:-| sodium benzoate / sodium phenylacetate:-| hydroxyurea:26895070
ASXL1	Azacitidine, AZACITIDINE:25224413| Decitabine, DECITABINE:25224413
ATF2	L-EFLORNITHINE, ALPHA-DIFLUOROMETHYLORNITHINE:17804813| 2-METHOXYESTRADIOL:15691880| TGFBETA1:16125722| H2O2, HYDROGEN PEROXIDE:9773928| GLUCOCORTICOID:17525285| STZ, STREPTOZOTOCIN:12805110
ATF3	PROGESTERONE:15674352
ATF4	VITAMIN E:11043924
ATF5	vincristine:30479191| cyclophosphamide:30479191| cytarabine:30479191| daunorubicin:30479191| asparaginase:30479191| hydrocortisone:30479191| prednisone:30479191| methotrexate:30479191
ATG16L1	adalimumab:25712183
ATG5	adalimumab:27096233
ATIC	pemetrexed:25823786| METHOTREXATE:3860829| FOLIC ACID:9679969| cyclosporine:-
ATM	AZD6482, AZD-6482:26563132| VELIPARIB, Veliparib:21300883,27638859| Irinotecan, IRINOTECAN:27638859| doxorubicin:-| radiotherapy:30430914| OLAPARIB, Olaparib:26510020| VX-970:28363999| CHEMBL1086377, KU-0060648:23761041| Cisplatin:26517239| fluorouracil:-| OLAPARIB, Olaparib:26510020,8,2014| TRAMETINIB:27922010| AZD-6738, AZD6738:26563132,26517239| OLAPARIB:20739657,26510020,20124459,24841718| PACLITAXEL, Paclitaxel:26282658| BINIMETINIB, Binimetinib:28514312| FLUDARABINE, Fludarabine:20739657| CHEMBL188678, NU7441:23761041| Talazoparib, TALAZOPARIB:23881923| BENDAMUSTINE, Bendamustine:20739657| Vandetanib, VANDETANIB:27683183| Ibrutinib, IBRUTINIB:26563132| Iodine (131I) compounds:30430914| YU238259:26116172| E7449:26513298| Valproic Acid, VALPROIC ACID:20739657| SELUMETINIB (AZD6244), SELUMETINIB:27922010| EVEROLIMUS, Everolimus:27683183| TEMOZOLOMIDE:23960094| OLAPARIB, Olaparib:20739657,26510020,28363999,26282658| cyclophosphamide:-
ATP10A	clopidogrel:30487649| duloxetine:29407288
ATP1A1	eplerenone:23788015
ATP1A2	olanzapine:-
ATP2A1	celecoxib:22336956
ATP2A2	celecoxib:22336956
ATP2A3	celecoxib:22336956
ATP2B1	hmg coa reductase inhibitors:-| Antihypertensives:25385345
ATP5E	adalimumab:26307125| certolizumab pegol:26307125| glucocorticoids:26307125| etanercept:26307125| infliximab:26307125| methotrexate:26307125
ATP7A	HORMONES:10567439| PROGESTERONE:9359859| docetaxel:20038957| CARBOPLATIN:14676106| thalidomide:20038957| Platinum compounds:19525887| PLATINUM:14676106,15213293| OXALIPLATIN:15269138
ATP7B	PLATINUM:15213293| carboplatin:26194361| daunorubicin:25119182| CARBOPLATIN:15213293| CISPLATIN:12509969,11605050,15213293| taxanes:26194361| OXALIPLATIN:15213293
ATR	CISPLATIN:12894503
ATRX	E7449:26513298| DOXORUBICIN, Doxorubicin:26936505| GEMCITABINE, Gemcitabine:26853339| Topotecan, TOPOTECAN:26936505| LOMUSTINE:23904111| Radiotherapy:26853339| Irinotecan, IRINOTECAN:26936505| PROCARBAZINE:23904111| VINCRISTINE:23904111| TEMOZOLOMIDE:23904111
ATXN1L	TRAMETINIB:28178529| DABRAFENIB, TRAMETINIB:28178529| VEMURAFENIB:28178529| DABRAFENIB:28178529
AURKA	CISPLATIN:25924824,25082261| 5-FLUOROURACIL, FLUOROURACIL:25924824| TAMOXIFEN:24166501| PACLITAXEL:12559175| PHENYLTHIOUREA, PLATINUM:27209210
AXIN2	Platinum compounds:24980784
B2M	THYROGLOBULIN:9609129| PEMBROLIZUMAB:27433843| AMIKACIN:7672871
B3GAT1	CHONDROITIN SULFATE:12508223
B4GALT2	clopidogrel:30020015| aspirin:30020015
BACH1	rifampin:22341855
BAG6	carbamazepine:16538176
BAHD1	vincristine:30191766
BAP1	VALPROIC ACID:22038994| VORINOSTAT (SAHA), VORINOSTAT:22038994| PANOBINOSTAT, LBH-589:22038994| TRICHOSTATIN A (TSA):22038994| EVEROLIMUS:27751729| SUNITINIB:27751729
BAX	VERAPAMIL:9354939| PRAVASTATIN:16540096| ADM:10422567| ERYTHROMYCIN:17007374| RAPAMYCIN, SIROLIMUS:15782132| LEUCOVORIN:11237386| CAMPTOTHECIN:9398050| BICALUTAMIDE:11845989| RETINOL:17202653| ANTI-INFLAMMATORY DRUGS:16550006| PHENYLEPHRINE:10220693| BETA-LAPACHONE:15753997| NEUROPROTECTANTS:10460254| MITOXANTRONE:14767525,11839668| ESTRAMUSTINE:15869997| INTERFERON ALFA-2B:11915028| CYCLOPHOSPHAMIDE:14767525| MELATONIN:15205854| RETINOIC ACID, TRETINOIN:15316139| 5-FLUOROURACIL, FLUOROURACIL:15641988| BCG:9393826| ROFECOXIB, VIOXX:14627349| SALINE, SODIUM CHLORIDE:15641688| NICOTINE:15225679| INHIBINS:15590985| HYPERBARIC OXYGEN:16001273| LEVODOPA:15672541| RAVIDASVIR, C5A:16634840| INTERLEUKIN-1:12421568| CIPROFLOXACIN:10741713,12632069| XK469:12085231| NALTREXONE:16716514| ANTHRACYCLINE:10641488| MEDROXYPROGESTERONE ACETATE, MEDROXYPROGESTERONE:15885761| ETOPOSIDE:15454884| FLUDARABINE:12040435| TNP-470, CHEMBL424278:10481942| OXALIPLATIN:15545975,14985457| ATENOLOL:16995309| PROTEIN PHOSPHATASE INHIBITOR:11883953| DOXORUBICIN:12040435| ANDROSTENEDIONE:15590985| CETUXIMAB, ERBITUX:12850474| CILMOSTIM, M-CSF:10770207| CA4P, COMBRETASTATIN:12171907| OXYTOCIN:15590985| CARVEDILOL:16759520,12973927| FLT3 LIGAND:8916965| SULFORAPHANE:15753404| PREDNISOLONE:12730678| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:11095483| PHENOBARBITAL:9230198| PMSG, GONADOTROPIN, CHORIONIC:15798021| PROCARBAZINE:11839668| STANOLONE, DHT:15517879| COBALT:14741615| CISPLATIN:15790433| DOCETAXEL:15641988| DHEA, PRASTERONE:9177459| NAFOXIDINE, NFX:12756268| TESTOSTERONE UNDECANOATE:14555326| METHOTREXATE:11237386| MECHLORETHAMINE HYDROCHLORIDE, NITROGEN MUSTARD:9459175,11839668| VINORELBINE, VINORELBINE BASE:11720482| DACARBAZINE:14512787| PYROXAMIDE, IL-4:10891465| QUERCETIN:15741050
BAZ2B	gemcitabine:-
BCAR1	celecoxib:22336956
BCAR3	ANTIESTROGEN:9582273
BCHE	ANESTHETICS:14631501| irinotecan:-| IRINOTECAN:11345644| TRIAMCINOLONE:7937594| PHENOTHIAZINE:12443046| DONEPEZIL:15989517,16083542| BUPIVACAINE:14631501| mivacurium chloride:-| succinylcholine:12724618;12881446;1415224;15731589;18075469;21029050;21228368;21637541;22053728;25054547;26398623;27031121;2915989| OPIOIDS:8961166| SN-38:-| IMMUNOTOXIN:10198815| oxymetazoline and tetracaine:-| mivacurium:12881446;27031121| memantine:25376930
BCL2	HEN EGG LYSOZYME:9492007| EPIRUBICIN:14503796| STREPTOZOTOCIN:16741044| ERYTHROMYCIN:17007374| SELENIUM:12168721,15485790| ENDOTHELIN RECEPTOR ANTAGONIST:16741044| URSODIOL, URSODEOXYCHOLIC ACID:9141420| APRINOCARSEN SODIUM, ISIS 3521:11723237,11906253| EGFR TYROSINE KINASE INHIBITOR:12576461| EMD 121974, CILENGITIDE:12154028| RIBAVIRIN:15902734,16190549| HYDROQUINONE:10220568| ZD1694, RALTITREXED:10785598| ESTRAMUSTINE:15869997| EPISIALIN:11903603| ISOTRETINOIN:10621853,10638174| VALPROIC ACID:9098922| INTERLEUKINS:2538824| CISPLATIN:12543810,11350408| TGFBETA1:8900367| ALPHA-TOCOPHEROL, VITAMIN E:15158075| LIPOSOMAL DOXORUBICIN:10914739| TENIPOSIDE:9842975| DOXORUBICIN:16749867| ETOPOSIDE:11350408,14977850| 13-CIS-RETINOIC ACID, ISOTRETINOIN:10621853| DIETHYLSTILBESTROL, DES:15545218| ribavirin:21159314| RAVIDASVIR, C5A:16634840| NDGA:10203695| interferons:21159314| PHENYLBUTANOIC ACID, PHENYLBUTYRATE:10696460| TRETINOIN, ATRA:9402847| vincristine:-| MITOXANTRONE:11751483| TRAIL:12730676,14977850| DDTC, DITIOCARB:9726816| CA4P, COMBRETASTATIN:12171907| PMSG, GONADOTROPIN, CHORIONIC:7588311| NSAIDS:11813903| RIZATRIPTAN, FAS LIGAND:10432288| DOLASTATIN-10, DOLASTATIN 10:9615758| 5-FLUORODEOXYURIDINE, FLOXURIDINE:8324744| IFN:11391574| BEAUVERICIN:16297711| SAPONIN:11090099| TAZAROTENE:16109552| AMINOLEVULINIC ACID, 5-AMINOLAEVULINIC ACID:9868803| METHYLPREDNISOLONE:16141680,16684279| CHEMOSENSITIZER:15503311| HYPOXANTHINE:16611376| ORAL CONTRACEPTIVE:15763593| PROTEASE INHIBITOR:8702992| PENTOXIFYLLINE:11836847| PACLITAXEL, MICELLAR PACLITAXEL:10620631| INTERFERON GAMA-1B, GAMMA-INTERFERON:8572591| HYPERBARIC OXYGEN:16001273,11236678| OXALIPLATIN:14977850| CILENGITIDE:12154028
BCL2L11	IMATINIB:22426421| CHEMBL387187, EGFR INHIBITOR:22426421| dexamethasone:29282361| imatinib:24223824
BCL2L2	2-CDA, CLADRIBINE:15813915| BORTEZOMIB:15813915
BCL6	FENRETINIDE:11027625
BCOR	TRETINOIN, Tretinoin:25790901
BCR	dasatinib:-| ponatinib:-| bosutinib:-| lithium:21047205| vincristine:-| imatinib:-| busulfan:-| HERBIMYCIN A, HERBIMYCIN:1515646| homoharringtonine:-| blinatumomab:-| inotuzumab ozogamicin:-| nilotinib:-
BDKRB1	perindopril:20712529
BDKRB2	glibenclamide:27403931| lisinopril:12522467| atorvastatin:-| VOLANESORSEN SODIUM, SALT:10775071| imidapril:12522467| enalapril:12522467;22706620
BDNF	VENLAFAXINE:14978196| PROTEIN KINASE C INHIBITOR:9677306| HYPERBARIC OXYGEN:12515318| CYCLOOXYGENASE INHIBITOR:12814375| BORTEZOMIB:15657181| DONEPEZIL:17990049| CAMPTOTHECIN:10428835| ANTIBIOTICS, ANTIBIOTIC:14736076| ICI 182780, FULVESTRANT:17044036| K-252A:16797499| TOPOTECAN:15569250| CYTOKINES:18088439| BACLOFEN:17074039| ANTIDEPRESSANT:16740621| NICARDIPINE:10748141| METHADONE:18182069| METHYLPREDNISOLONE:14966352| TYROSINE HYDROXYLASE INHIBITOR:11571589| CHLORPROMAZINE:18408624| DACTINOMYCIN, ACTINOMYCIN D:10899924| DIURETIC:8724667| TRANSFORMING GROWTH FACTOR:11746354| DIETHYLSTILBESTROL, DES:17292805| NYSTATIN:12941963| MIFEPRISTONE:17464718| DOXORUBICIN:10728907| CHEMBL1234621, POLYSIALIC ACID:16903870| PACLITAXEL:16778834| Analgesics:25096645| LIDOCAINE:16210356| EPOETIN BETA, ERYTHROPOIETIN:15816864| CURCUMIN:17617388,18420184| metformin:-| TRAMADOL:15464068| 6-HYDROXYDOPAMINE:16890350| PROPRANOLOL:15598146| COMPLETE FREUND&APOS;S ADJUVANT:17974009| INSULIN:9299565,16650607| SALINE, SODIUM CHLORIDE:12742641| PHORBOL MYRISTATE ACETATE, 12-O-TETRADECANOYLPHORBOL-13-ACETATE:7982951| PILOCARPINE:15183516| ARSENIC TRIOXIDE:16711005| VASOPRESSIN:16457953| TROGLITAZONE:17924870| CD271, ADAPALENE:18394312| TETRAHYDROCANNABINOL:15857384| MAO INHIBITORS:14512210| risperidone:16633140;19997080| PROPYLTHIOURACIL:11077070| VINCRISTINE:15569250| nortriptyline:19641488| INOSITOL:16286649| LIOTHYRONINE SODIUM, TRIIODOTHYRONINE:8288635| MEDICATION:15488477| NICOTINE:16790237| methylphenidate:21733227| GONADOTROPINS:12969721| NG-MONOMETHYL-L-ARGININE, TARGININE:10215909| FLURBIPROFEN:16531049| 5-FU, FLUOROURACIL:18702703| CETUXIMAB:16651634| COLCHICINE:1946455| VERTEPORFIN:15505074| desipramine:-| DDTC, DITIOCARB:17052849| ANESTHETICS:16738805| TPA, PHORBOL MYRISTATE ACETATE:18815270,18563704| OPIATE:7821394| Antiinflammatory agents, non-steroids:25096645| ESTRADIOL BENZOATE:11923430| PROTEIN KINASE INHIBITOR:9133581| Selective serotonin reuptake inhibitors:24930681| LEVODOPA, L-DOPA:15081599| INDOMETHACIN:16956981| MARIJUANA:15857384| ALPHA-METHYL-P-TYROSINE:16390493| NORMAL SALINE:18630696| DDI, DIDANOSINE:17616550| GENTAMICIN:10536212| SIMVASTATIN:18047562| opioids:25096645| H2O2, HYDROGEN PEROXIDE:9406937| ANTIOXIDANT:11274788| LITHIUM:16300803| GLUCAGON:17924870| TCDD:12606293| GEMFIBROZIL:17823123| TUMOR NECROSIS FACTOR, STAUROSPORINE:10683584| citalopram:19236730;20016225;21338649;22965830;23619509;23733030;29748862| IMIPRAMINE:16522641| HALOPERIDOL:12393228| IONOMYCIN:12038986| RNA POLYMERASE INHIBITOR:9406930| GP-120:9878821| CORTICOTROPIN, ACTH:16330021| ZINC SULFATE:16962724| sumatriptan:25096645| olanzapine:24595507| INTERLEUKIN-1 RECEPTOR ANTAGONIST, ANAKINRA:14580934| TRICHOSTATIN A, TRICHOSTATIN:17392473| THYROGLOBULIN:8895887| NALOXONE:12359151| HORMONES:17131419| IL-12, PROXYPHYLLINE:16026835| CAPSAICIN:10430952| Ergot alkaloids:25096645
